Garbage is dumped ,neg
Streetlight not working,neg
Streetlight not working,neg
Streetlight not working,neg
Streetlight not working ,neg
Street lights not working,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Streetlight is not working ,neg
Garbage being dumped on the road,neg
People are burning waste and we can smell it,neg
Garbage dumpex,neg
The car is parked in the turning of the road,neg
Garbage dumping near vehicle parking area. Very smelly and unhealthy for frequent users,neg
Garbage thrown next to park,neg
Garbage thrown here everyday,neg
Construction debris,neg
Garbage thrown all over the place,neg
Garbage thrown in vacant plot,neg
"Near the park, a garbage truck is parked and it is full of mixed waste which is creating a stink, truck is not properly emptied, and waste is accumulated nearby as well",neg
Many people park in the wrong side road causing traffic ,neg
Garden wASTE is dumped ,neg
Garbage on footpath,neg
Unsegregated Garbage dumped in bsnl customer care  centre in jaynagar 4th block,neg
Health hazard for children playing in the park,neg
Garbage dump on side of road,neg
A lot of garbage is being dumped along road ,neg
Unsegregated waste is being dumped on roadsides,neg
Lots of smokers,neg
All of the street lights below the Mekhri Circle Underpass have stopped functioning,neg
Road flooded due to jammed drain,neg
Electricity shot circuit in the colony on the electricity pole....causing too much fluctuations which may lead to dangerous situations in ones home.,neg
Continuous illegal dumping of garbage by people,neg
"Hi our problem is water is not coming properly for us

",neg
"A motion detected light , air conditioner and can break circuits of certain rooms where there is no motion detected has three extra modes.",neg
Garbage thrown next to footpath,neg
Lots of garbage,neg
It's been cleaned but people keep putting waste here. It smells really bad,neg
Use a dustbin,neg
Swacch Bharat highway toilet locked ,neg
This is the garbage dump right behind R T Nagar Police station. They clear the garbage once in a while but residents dump here often as they have no choice.,neg
In the middle of the road. There is a big hole and it's filled with gravel. Very difficult to ride on this road,neg
It's overflowing and dirty water is all over the road,neg
It's right next to dustbins. But it's coming on to road now.,neg
There is a big hole in the center and it's dangerous at night to ride,neg
"3 spots with heaps of dry leaves are there. People have started dumping garbage on these heaps of leaves. If left unchecked, can turn into a big menace.",neg
The garbage dump behind R T Nagar Police station. This is a regular nuisance to the residents in the surrounding houses,neg
Garbage dumped behind R T Nagar post office. This is next to a children’s orphanage. Please clear it.,neg
Garbage,neg
Garbage,neg
Mixed waste being dumped by fruit vendor at this spot. No proper disposal system set up on road for these vendors.,neg
Garbage,neg
"People are parking in the wrong place .
And it is difficult to turn . And it is making traffic. And there is a EB post , drainage pot holes and a big stone ",neg
The people of this location dump garbage here and it is indirectly polluting the surrounding. Please help to clear it and keep it clean. ALSO THERE IS NO GOVT DUSTBIN,neg
There are wires hanging and dangling along this entire road.It can be very dangerous for pedestrians.,neg
Garbage thrown outside dustbin. It is stinking ,neg
Pothole on side,neg
Pothole,neg
Garbage dump,neg
It's in Besamt Nagar beach. All dustbins are broken and waste is thrown all around.,neg
Garbage is thrown all around. Dustbin is full and the waste is thrown outside,neg
Pothole on side of road,neg
Damaged road,neg
Dangling wires,neg
Garbage dump on Footpath and burning,neg
"Tree branches dumped on footpaths

Entire road around more than 100 meters",neg
Tree branches dumped on road and footpaths,neg
This place is located in a residential area and people are dumping garbage without any concerns. Help me keep this area clean and apply strict rules.,neg
Dustbin is overflowing. It's not been cleaned. ,neg
Garbage dustbin full and construction waste is thrown next to it. Not cleared,neg
Lot of coconut shells thrown. ,neg
"Important road in Whitefield, Imadihalli Road: The middle of the road has been dug out and filled with rocks, creating uneven roading and potholes.",neg
There is a gap between the footpath and the road and there is garbage in it,neg
Garbage dump in roadside,neg
The sewage water overflow near right outside Al-Bek in R T Nagar. This is extremely unhygienic right outside an eatery. Happens almost every day.,neg
Lack of door to door garbage collection leads to roadside garbage dumps,neg
Dumping in front of residential building in main toad,neg
Please clean the garbage,neg
Hanging Wires are there all across city,neg
Deep pothole on side of road,neg
Deep pothole on centre of road,neg
Garbage dump on footpath.,neg
The footpath in this area has been completely destroyed and is now causing citizens to walk along the car-filled roads which may end up causing an accident,neg
Logging,neg
"This is the small plant area I have out of my house 
This was littered by many people who are passing through since my house is in a main road 
They irresponsibly threw the garbage with my sight",neg
Street lights completely damaged,neg
Water not getting drained at outlet,neg
Deep potholes on centre of road,neg
Road level not even.  Water collected at end of slope,neg
Large cars are parked in wrong places hence metro lorry is unable to come,neg
In my area( mount road ) we face a huge dumping of garbage in vacant lot. Due to this we face different kinds of diseases formed by the insects and the flies in that garbage. Parking space is reduced,neg
Thrown waste here. Not cleared,neg
Dustbin overflowing,neg
It has a heap of garbage all wet and dry mixed together and there are cows digging through the this heap. Not only this but there is also so much of smell which causes lots of inconvenience for people,neg
Garbage dumped on road and footpath blocking it,neg
"Potholes at the footpath stretch between NCC apartment and Purva Venezia,  Yelahanka",neg
"People park vehicles on one corner of a narrow road making it difficult for other vehicles to move.
They even park their vehicles on the footpath making it difficult for people to commute and walk.",neg
Garbage collectors do not come and Collect the garbage at the correct time....they leave it till it it overflows...so the stink is becoming higher day by day.... flies start to come ...  ,neg
Now a days the air has been very polluted It has affected in many problems of day to day life,neg
"This is garbage dumped area is near Country Club, Sathnur Village. The odour was horrible n unbearable.. This black spot has been here for several days today.",neg
Wrong parking of automobiles during the conduction of tution class has led to the complication of movement of people in the street from one place to other either by foot or by driving. ,neg
The localites first dump the garbage and then burn it to clear the space.,neg
Garbage overflowing and stink near Chettinadu Hatisree school. ,neg
"Encroachment of road by auto repairs
",neg
Construction debris,neg
There is a pile of garbage stacked when there is a garbage dump place just 100m ahead.,neg
"There is over flow of garbage in our area
",neg
"Garbage through out everywhere
",neg
Stagnation of water after rain!,neg
Whenever it rains the rain water gets accumulated in puddles on the road due to the poor and uneven condition of the road. ,neg
"Although daily, wage workers are cleaning the walking bridge, broken glasses are fell on on the bridge walkikg steps. ",neg
Couple of days many of us are scared without water,neg
"Near Hoodi lake, opposite Ankur Restaurant.",neg
"A pile of garbage in front of kundalahalli lake. The water here is polluted,it has become a breeding place for mosquitoes.",neg
The people are not throwing the garbage in the bins. They are always throwing it on the ground,neg
"People just throw garbage ,do urine and made the place so dirty 
",neg
Open Garbage dump,neg
Overflowing dustbins,neg
Garbage dumped in the corner of the footpath,neg
"We say we must plant trees to save environment but some people dumps here  and it has been accumulating a large garbage here .please take appropriate action 
",neg
Near the school compound wall in Nungambakkam is filled with garbage. People throw the garbage there.,neg
Please clean it .,neg
Open Dump causes pollution with Plastic and air. ,neg
Please clear the garbage near the government girls school.,neg
Their is a lot of air pollution,neg
People should walk or go in cycle for nearby places.Use CNG gas. ,neg
People are throwing the garbage in vacant space. So I request to clear the garbage as soon as possible. It is very difficult to breathe ,neg
"Garbage strewn right across the pavement, piling on to the road.",neg
Varthur lake is highly contaminated through factory residues.This is also causing bad odour in its vicinity.,neg
Pavement virtually unusable with all the trash on it.,neg
"I have noticed this heep of garbage tht is not being
 cleaned and has been piling up everyday",neg
There are three dustbins in that location but the garbages were thrown or dumped outside of it and this should taken as a serious issue .Where the Chennai corporation is not responding to this problem,neg
There is a long potholes I  the main road where its difficult for two wheelers as it always a busy place . Due to this potholes it can slip the two wheelers and it may lead to an accident. ,neg
When the government have installed meters for autos.then why dont the autos follow them?why is the government not taking action?,neg
"What are the traffic police doing?when the bikers pass them without wearing helmet noticed?

",neg
Garbage are thrown nearby our house one one is not caring ,neg
"In this lane there is so much of Drainage waste, Construction material waste and Household dumping lying from past 6 months. Its continuously raising the disease alarm. ",neg
Vechiles are not able to come easily ,neg
"The
 sewage water is overflowing and leading tobad odour as well. ",neg
It's a huge stretch of Garbage dump next to highway,neg
The bin is full and it's thrown next to it.,neg
Garbage dump. Filled with flies and cow was eating from there.,neg
Garbage is being dumped next to the garbage can. And it acts as an breeding place for mosquitoes and also the plastic waste is eaten by goats ,neg
Garbage dumped has not been cleared     for the past 3 weeks ,neg
Please clean the road and keep a dustbin in every road,neg
Put new roads by taking our old road,neg
"Water scarcity, no water in taps. ",neg
"There is no garbage dustbins here.people throw their garbages in land which may cause health hazards in future
",neg
"If water is leaked water scarcity must be there 
",neg
If street lights are not there many peoples are slipped and getting hurt ,neg
"People are spliting in the road
",neg
"It is because of water bore and ever house is doing it and we cannot even walk
",neg
"In front of house their are drums kept and mosquitoes are coming
",neg
"Sir, In this place there was a common dustbin but now there is no dustbin not only here. In every where there were dust bin is now having a God's  photo so people would not put garbage ",neg
The man holes on the pedestrian path are not properly sealed and so they cause discomfort to whoever who walks past it. Whenever it rains the drainage overflows and it becomes smelly.,neg
This is the condition for many years,neg
"There are electrical wires hanging off the post. 
Many pedestrians commuting in that footpath find it difficult because of these wires . As a pedestrian I wouldn't like it to be hanging there .",neg
"Instead of keeping a garbage dump in the vacant land , we can plant more trees",neg
Garbage is blocking the pathway. The stench is also disgusting ,neg
Manholes are overflowing,neg
This place has been the major dump place for this area and it has been in this condition for many years. The government have not taken any step towards this problem even after repeated complaining.,neg
Use of vehicles can be reduced and vehicles such as cycles can replace huge cars and the number of factories in our country can be reduced,neg
It's not been clean from long time. It's stinking,neg
This is place in arunachalam road saligramam where this particular spot has been dug up for sewage cleaning and the road has not been laid properly yet.,neg
This is place in arunachalam road saligramam where this particular spot has been dug up for sewage cleaning and the road has not been laid properly yet.,neg
"A plastic bag once thrown in the ground take centuries together to degenerate. Since most of the plastic bags we use are not biodegradable,they would just break into small pieces and never decompose.",neg
Government officials can solve the problem ,neg
Dustbin is full. And needs to be cleared,neg
Drainage covers strewn on roadside next to Hopcom,neg
"This garbage is beside my house which stinks a lot
",neg
This garbage dump is overfull and not noticed by the government.many street shop may get affected by this.,neg
"This is also near my house where people through the waste on the road side and go
",neg
"Please make sure that we would keep a garbage disposal here
",neg
"Road was not been properly made.first the road was full of mud .then they came and put some pebbles and they left the road for 8 months.the cars and bikes are going in 70km speed .please repair these
",neg
This is a cow dong in the platform.people cross the road very sadly,neg
Stray cattle on the road ,neg
This is a junction in arunachalam road . This particular place has been dug up by the sewage cleansing dept of chennai and has not relaid properly,neg
The garbage dumping in our area is not cleared very often and the cows and dogs are eating these plastics and one of the cow in our area was dead due to this garbages.the garbage can is broken pls fix,neg
"Dumping a lot of garbage in vacant land
",neg
In many areas there are water scarcity but we still waste water. Some taps are leaking but we don't repair it. ,neg
This corporation garbage bin is near my home. It is really  polluting the atmosphere around and it is sad to see the animals eating the garbage. The surrounding looks unclean and this causes diseases.,neg
"Open garbage is a health hazard . When the garbage is burnt, it causes air pollution and the smoke produced affects the people and animals and kill them too . This is   danger for people and children ",neg
"Drainage system left open
",neg
Smelly garbage lying on the drain ,neg
Garbage lying on drain ,neg
Garbage over large pits,neg
Cloth bags lying along with plastics,neg
Garbage lying on the foot path,neg
There is water scarcity in our because the lorry had not came......,neg
Please try to stop water leakage and scarcity,neg
"The drainage is broken people are throwing garbage in it
",neg
This slab is in the turning of the road,neg
This waste is in outside the apartment's compound,neg
"Here,the wastage of all daily uses are dumped near a trasformer (current box) .It is dangerous and also the public is not mentioning,the govt. and sweepers also told.
I hope this issue will be cleared",neg
"Here,the garbages are dumped near a current box contains 1400 volt,it is very dangourous and also the public has lead the govt. And also to the sweepers to clean them.I hope this issue will be cleared",neg
In that it self people walk in that stamp it and go and causes air pollution becoz of the smell,neg
In my area because of water scarcity people have to fetch water every alternat days. They have stand in long qeuses for long hours.  ,neg
I am from dav sr secondary school mogappair. Near our school we have many garbage created by the apartment near our school. Please do the needful,neg
It is too bumpy and rigid it is difficult for vehicles to get past.,neg
Please clean this,neg
There is pothole in front of house,neg
Huge construction material ,neg
High voltage electric stand on the footpath it's difficult to walk,neg
Waste and garbage,neg
It's right next to take. Long stretch of Garbage pile,neg
Huge garbage dump near vet ground,neg
Huge stretch of Garbage is burnt leading to massive air pollution,neg
Garbage like old logs of wood bricks etc.are dumped in vacant land.,neg
Garbage being littered every where. ,neg
This is a manhole but situated in middle of road and might end up being risky. ,neg
"Opposite to my house there is a pothole, dug by the corruption because of this small childrens are falling,in even the 
dogs and cats are falling, so please take nessary action s.",neg
"Opposite to my house there is a pothole dug by the corruption because of this small childrens are falling in and being hurted badly even the dogs and cats are falling, so please take nessary actions.",neg
Collection of garbage should be encouraged. So people knows at what time to keep the garbage ready and for corporation people also will be convenient. ,neg
Water tanker lorries coming to our area for supply water has a water leakage in pipe . Water leaking  drop by drop in every second,neg
clearance of garbage,neg
"This building construction should be continued to avoid traffic. Or should be taken off for a larger road.. Please include a option unwanted buildings.. 
",neg
"Near my house,there is a large dump of garbage bacause there are no garbage bins.even though our house looks good because of the garbage it looks very bad and smelly.",neg
People throwing their waste in the pond when they are near the pond,neg
People throw their waste in the pond when they are near it ,neg
"While there is a scarcity of water in Chennai , the water supplies from Chennai corporation is not taken any measures to reduce the water spilling from the tank . Can anything be done for this leakage",neg
"Nobody came to collect the garbage in Metro
 Castle apartment. Garbage collectors come only once in 3 months. ",neg
Streetlight not working,neg
"The wire is not covered if they touch the may get shock
",neg
"In Balaji Nagar 1st street, Royapettah the garbage is being remained unnoticed. It gives a nasty look to the street. I request the concerned authorities to take necessary action as soon as possible.

",neg
There are pothole on road,neg
There is a dustbin full of garbage and garbage is also overflowing. This causes health priblems to people of the society( of Malar Flats). The dustbin is in the front of the gate.????????,neg
They must not,neg
It stinks and pollutes the environment ,neg
There is no peace and calmness due to noise pollution,neg
"Garbage is thrown down
",neg
Sewage is broken,neg
"Near my house there are many places where garbage are thrown in vacant lands and I want this to be stopped 
",neg
Stop water scarcity,neg
Camera image upload verification,neg
Air pollution mostly occurs due to the improper maintenance of the vehicles!,neg
Opened manhole,neg
Overflowing garbage,neg
Please stop dumping garbage in our cooum river,neg
The garbage can opposite to Krishna nagar 4th street is completely damaged,neg
"If garbage is dumped in the street corner like this...the animals would eat it and will be critically affected...
So new dustbins should be placed... awareness should be created...",neg
"
there is lot of pits and ditches in the road .due to this people find it difficult to drive vehicle and during monsoon seasons mosquitoes breed here casing many diseases like malaria.
",neg
"I go by van from my school (DAV Boys Mogappair). We stop at the girls school for pickup. In the entrance of the girls school, there is sewer leakage.",neg
Water stagination  after the rains,neg
"Street lights are very important ...
Many people suffer without street lights in highways",neg
We should put a this area as no parking and clear vehicles who parked in this area,neg
Bad habit..???? pls government,neg
"The garbage collectors should collect all the garbage every day. If they don't collect the garage there can be disease like dangue, malaria ect can happen because of the mosquitoes.",neg
There  are three to four electric wires hanging on the road. If it rains in that place the current may pass to the water and accident may happen. ,neg
There is water logging in the road in which mosquitoes breed and which may cause to malaria and dengue ,neg
Water logging in roads may lead to breed of mosquitoes and cause of malaria  and dengue ,neg
There are garbage dump thrown away . In these places mosquitoes breed and cause several diseases ,neg
Causes soo much of probs,neg
I don't know how this  busy road is going on with a traffic signal  not in working condition? Too my surprise this main road is situated between 2 schools .I felt that it may/will encourage accidents.,neg
Clean this garbage collection it harmful and smells bad ,neg
Water is very important.nowadays the water level has gone down.,neg
We can recycle u wanted materials like water bottle as a pen holder,neg
"It's so dark we feel so insecure the street lights are not working properly and this is going on for past 3 days please consider and take immediate action
",neg
Please help to clear the garbage,neg
"A  small dog was been there for one week near our house we called to blue Cross they never respond so please it is near our house. our house no. Is ,11/395 kannadhasan salai mogappair east Chennai 37 ",neg
"As there is no clear waste disposal plan ,the garbage are dumped here. This has resulted in a increase in the population of mosquitos. There has also been sitings of snakes here
",neg
Test test twst,neg
"The excess materials used during construction of this site were dumped here and has not been removed for a long time
",neg
"This place near the park is treated like a dustbin and the well there is totally contaminated and not covered .This is a health hazard as the well is pretty deep 
",neg
"There is water stagnation almost all year . This is even worse during the monsoon. And garbage is also thrown here. There is water stagnation here because there is a pothole here
",neg
"This is a dustbin infront of a big shop
This is rarely cleared . 
There is more than 500  plastic covers there
",neg
There is a lot of mosquito which cause dieses.So I request to keep an dust bin.,neg
If signals are Nat working there is a big traffic,neg
"Many vendors who sell their products leave their vehicles on the footpath. Instead of it being an area to walk on,  it became an area where those vendors keep their products and park their vehicles.",neg
This car has been parked here more than a year and due to the rain it has become a hotspot for breeding mosquitoes. Please solve this,neg
The drain is open and filled with plastic s,neg
The food path in this temple it is like foot path is in worst condition  there is a truck of water cans which are empty are not stored properly help in this,neg
Actually the problem of Chennai is that they do not dump their garbage in Dustins,neg
Garbage bags surrounding the garbage bin even after 2 hours and not maintained,neg
"The wire is not placed properly
",neg
"These drainages are left open please close these drainages
",neg
This is a very big garbage issue in our area. When we go near that place it smells badly. ,neg
"It should be cleared by corporation. It is an public issue. Bad smell is the problem
",neg
It is so untidy and the cows are eating it which is mixed with plastic and near in our area 15 cows have dead due to improper maintenance in the area I request the government to take action fast,neg
Water scarcity,neg
"There is no better platform for the people to walk in chamiers 3rd lane, Nandanam extension , Chennai 35. These platforms were almost damaged and people walk on the roads which are narrow.",neg
It is near my house a sewage pipe all people are putting garbage pls do some time ,neg
Everyone in my street park wherever they desire.,neg
IN 2019 INDIA TODAY WE FACE MORE AMOUNT OF GARBAGE BEING DUMPED.DUMPING OF MORE AMOUNT OF GARBAGE LEADS TO A CRITICAL LIFE. SO WE SHOULD USE LESS AMOUNT OF MATERIALS.WE SHOULD ALSO KEEP SEPERATE TINS.,neg
"No one of the government repairing
 ",neg
"Some people are not throwing their garbages in tge road side dustbin .BECAUSE, of that many people get disease like dengue ETC. And pollution",neg
"Not keeping the roadside clean
",neg
"Not proper of road 
",neg
Sewage treatment near my house it Is very dirty and people are throwing garbage into the water ,neg
"Damage on roadside transformer
",neg
Damage transformer on the roadside,neg
People throw the waste on the ground as soon as the bin gets filled and cows eat the waste,neg
"I can see bikes parked infront of no parking board at 10 th street , Nandanam ext, Chennai 35.Even though a police booth is near , no cop takes action.",neg
It is a sewage system it is not maintained by government ,neg
The water scarcity can be reduced if we all don't waste even a single drop of water,neg
No dustbins. Causing mosquitoes.,neg
Number of factories should be minimized.,neg
We must stop water scarcity,neg
This has become a common place to dump garbage please clean it out,neg
Lots of water being leaked out onto the road by the water lorries. Maybe abouts 2 gallons per day at this area alone.,neg
"The stench from this roadside garbage dump makes it difficult for people to have their morning and evening strolls. The waste consists of rotten fruits , animal waste and building materials.",neg
We con not stand in the bus stop,neg
Urban flooding region on the main road,neg
Garbage dumped in the area enclosed for metro construction,neg
Water collected at the side of the road after rain,neg
Water collected in the middle of the main road and is very inconvenient for those travelling,neg
"A line full of cars and other vehicles park in front of my apartment everyday but there is no one to stop them. It is occupying road space, plus we are left with no space to walk on the road.",neg
"Drainage dumping , smelly",neg
Garbage dump,neg
Garbage dump in many places. Not being cleared for days.,neg
Garbage not cleared,neg
"This damaged sewage need to be repaid  . This troubles the people during the rain.the plastic bags and garbage in this, clogs the sewage line .",neg
This even kills a person ,neg
 van drivers parking there vehicle on the footpath due to which people are walking on road instead of footpath,neg
This cable has been left unattended for a long time. It was removed when the Government was making storm water drains. It is dangerous for pedestrians as there is a chance of getting electrocuted.,neg
their air pollution in padi come and see it,neg
"This street light on arivioli st runs even during the day leading waste of resources
",neg
"This pothole appeared out of nowhere after the brief Chennai rains on June 2019.The road was not laid properly leading to this
",neg
This plot on Brindavan street is used for dumping garbage from all nearby houses .this possesses a risk to  the health of the residents.moreover it stinks a lot after rains,neg
Very wide pavements. No space for traffic as roads are narrow. Heavy congestion on this road,neg
Number Of Garbage Dunes Are present On The Road Side,neg
Garbage Waste Lying Roadside ,neg
If we book the lorry it will be coming only after tow weeks ,neg
The smoke from the factories are very harmful to us !,neg
Water is leaking and no reaction taken,neg
Dustbins are overflowing and the surrounding area is littered with garbage ,neg
Many ambulance services travel by this way if it is filled they can travel without any problems or disturbance,neg
Garbage,neg
"Traffic signals are not working. Vehicles do not follow road rules and speed in all directions, making the area prone to accidents. ",neg
There is water dripping in my flat which continues everyday.,neg
Crackers are the most important thing that causes air pollution,neg
In this road there too many accidents because of this  garbage and there are small house near them they are telling that the garbage cleaners was never cleaning the garbage ,neg
"The dangerous pathway in that area .This one does not have a fence and has a large lake dried up on the other side of the pathway which is very deep .
More than a 100 accidents have happened here.
",neg
Water pipe line leakage on road,neg
"Should clean the side pathway of our street

",neg
"In this place many people dump their garbage and some people also dump construction waste like broken glass,wood, bricks etc.The garbage cleaner cannot clean this kind of waste.This should be stopped.",neg
"They dump garbage near my house can you please clear this . This is my humble request
",neg
"Please clear this 
",neg
NEED TO REPAIR THE ROADS. DUE TO THIS TRAFFIC IS CREATED.THE MAN HOLE WHICH ARE OPEN FOR WORKING IS NOT CLOSED.THE PEOPLE WHO GO TO OFFICE AND SCHOOL GET DELAYED. SO THESE ROADS SHOULD BE REPAIRED. ,neg
"It is a road where garbage are and animals like cow,dog,cat etc are eating garbage ",neg
The Garbage In This Place Has Been Here For So Long No One Cleaned It Up So i Ensure That The Garbage Is Also Split Every Where Near It????,neg
Garbage overflowing in Annasalai causing traffic during day time. It is stinking and could cause many diseases,neg
These stones on the manhole on the slope of my apartment make it difficult for the cars to cross the gate,neg
"The footpaths  are in a very bad condition 
There are about 4 schools  in the surrounding.  Most people who are coming to pick up their children are grandparents. They  often trip  and  fall 
",neg
There are many roadside garbage .. it's the people who do this ????,neg
This causes a lot of problems such as people cant walk ????????,neg
E place namma mane road elli night madhya na yard ellada time nalli kasa hakutiddare,neg
Every single drop off water should be used in an useful way. There is no water in Tamil nadu. In Tamil nadu some places like Roypata etc no water is coming. Therefore the taps should be repaired.,neg
There is the over flow of drainage which may cause any health issues.,neg
This dustbin has not been cleared for a while and has become a hotspot for pests.we request for it to be cleared.,neg
"Repair the tap
",neg
Drainage manhole cover gap has to be filled with cement.,neg
Drainage man hole cover gap has to be filled with cement.,neg
"Transformer wires are kept open in the platform so,many people are walking on the road",neg
"Vehicle riders find it difficult to travel through these potholes. When it rains,the water gets clogged in these potholes.",neg
 no footpath in our area due to which many people are walking on the road and many people in our area died due to accident because  they were walking on the road ,neg
Broken drainages are a major issue to us because they act as a breeding ground for mosquitoes which spreads deadly diseases to us. Dumping garbage in it pollutes our environment. Let's take action .,neg
"I request the government to take action on people
Who cut trees and leave it on the road

",neg
There is abandoned and damaged car which is not in a working condition.This car damages the look of the street.The owner of thi car is not known still even after months of enquiring.,neg
There is a place near my home where garbage is thrown which stinks very badly,neg
"This is vacant land where all the garbage is dumped. Though there is a dustbin, all the garbage is dumped here. The bin becomes full and the waste is thrown outside. An extra dustbin may solve it.    ",neg
